,Planet Name,Discovery Year,Orbital Period (days),Orbital Radius,Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Density,Equilibrium Temperature [K],Transit Duration [hours],Star luminosity
1313,K2-10 b,2015,19.3044,0.137,3.84,27.0,2.6,703.0,3.8064,-0.101
1314,K2-100 b,2016,1.6739035,0.0301,3.88,21.8,2.04,1841.0,1.6056,0.25
1315,K2-101 b,2016,14.6762429,0.1124,2.0,4.66,3.2,618.0,3.336,-0.595
1317,K2-104 b,2016,1.9741954,0.0242,1.79,3.86,3.7,798.0,1.584,-1.434
1318,K2-105 b,2017,8.2669928,0.0833,3.59,30.0,3.56,928.0,3.46224,-0.189
1319,K2-107 b,2017,3.313959,0.0475,15.98,266.9772,0.35,1649.0,3.2232,0.464
1320,K2-108 b,2017,4.733999,0.0581,5.33,59.4,2.22,1360.0,3.5496,0.405
1321,K2-11 b,2015,39.93767,0.2257,7.55,44.4,0.567,734.0,5.808,-0.31
1322,K2-110 b,2017,13.86375,0.10207,2.592,15.9,5.02,638.0,3.22,-0.567
1323,K2-111 b,2017,5.3518,0.0565,1.82,5.58,5.0,1309.0,3.38,0.279
1325,K2-113 b,2017,5.817685,0.0642,12.14,410.0007,1.97,1098.0,3.0744,0.009
1326,K2-114 b,2017,11.3909311,0.0943,10.447,638.8351,3.08,701.0,3.97,-0.445
1327,K2-115 b,2017,20.272615,0.143,12.06,266.9772,0.82,619.0,3.8592,-0.145
1329,K2-117 b,2017,1.2916,0.0189,2.03,4.78,3.14,868.0,1.152,-1.357
1330,K2-117 c,2017,5.444017,0.0492,2.06,4.9,3.08,537.0,2.1096,-1.357
1332,K2-119 b,2017,7.727283,0.0698,2.53,6.94,2.35,666.0,2.904,-0.685
1333,K2-12 b,2015,8.28246,0.0792,2.44,5.2,1.6,1026.0,4.18,0.072
1335,K2-121 b,2017,5.1857539,0.0629,7.52,44.1,0.57,738.0,2.0304,-0.745
1336,K2-122 b,2017,2.2193023,0.0373,1.16,1.65,5.81,769.0,1.236,-1.102
1337,K2-123 b,2017,30.951524,0.1649,2.76,8.05,2.1,338.0,3.7608,-1.143
1338,K2-124 b,2017,6.413651,0.049,2.9,8.75,1.97,442.0,1.68,-1.659
1340,K2-126 b,2017,7.385655,0.0656,1.97,4.54,3.26,601.0,2.5872,-0.878
1341,K2-127 b,2017,3.588163,0.0411,8.37,52.9,0.496,809.0,2.3208,-0.254
1344,K2-13 b,2015,39.91488,0.2114,1.89,4.23,3.44,511.0,6.34,-0.135
1346,K2-131 b,2017,0.3693038,0.00936,1.69,7.9,8.8,2223.0,1.0116907,-0.479
1347,K2-132 b,2017,9.1751,0.0916,14.572,155.7367,0.277,1586.0,7.169,0.943
1351,K2-133 e,2019,26.5841,0.1346,1.73,3.64,3.86,296.0,1.44,-1.479
1352,K2-136 b,2017,7.9752,0.0707,1.014,4.3,24.0,610.0,2.67,-0.777
1353,K2-136 c,2017,17.30713,0.1185,3.0,18.1,3.69,470.0,3.449,-0.777
1354,K2-136 d,2017,25.575,0.1538,1.565,3.0,4.3,420.0,3.04,-0.777
1356,K2-138 b,2017,2.35309,0.03385,1.51,3.1,4.9,1157.0,2.01,-0.287
1357,K2-138 c,2017,3.56004,0.04461,2.299,6.31,2.8,1012.0,2.38,-0.287
1358,K2-138 d,2017,5.40479,0.05893,2.39,7.92,3.1,888.0,2.7,-0.287
1359,K2-138 e,2017,8.26146,0.0782,3.39,12.97,1.8,757.0,2.97,-0.287
1360,K2-138 f,2017,12.75758,0.10447,2.904,1.63,0.4,653.0,3.2,-0.287
1361,K2-138 g,2021,41.96797,0.23109,3.013,4.32,0.9,445.0,4.75,-0.287
1362,K2-139 b,2017,28.380619,0.1796,9.11,123.00021,0.91,524.0,4.9392,-0.299
1363,K2-14 b,2015,8.36802,0.0627,4.81,20.7,1.02,488.0,2.3304,-0.968
1364,K2-140 b,2017,6.569188,0.068,13.563,295.58042,0.66,962.0,3.81,-0.049
1365,K2-141 b,2018,0.2803244,0.00747,1.51,4.97,7.93,2103.0,0.94,-0.75
1367,K2-146 b,2018,2.6446,0.0248,2.05,5.77,3.69,534.0,1.32,-1.824
1374,K2-15 b,2015,11.8104,0.091,2.48,6.71,2.42,676.0,2.4024,-0.453
1376,K2-151 b,2018,3.835476,0.0373,1.49,2.83,4.7,566.0,1.5408,-1.553
1377,K2-152 b,2018,32.6479,0.1716,2.29,5.86,2.68,337.0,4.0,-1.06
1378,K2-153 b,2018,7.51574,0.0614,2.0,4.66,3.2,497.0,2.3,-1.367
1379,K2-154 b,2018,3.67626,0.0405,1.99,4.62,3.22,715.0,1.7,-1.018
1380,K2-154 c,2018,7.95486,0.0677,2.07,4.94,3.06,552.0,2.1,-1.018
1381,K2-155 b,2018,6.342,0.0562,1.8,3.89,3.67,708.0,2.4096,-1.229
1382,K2-155 c,2018,13.85,0.0946,2.6,7.27,2.27,583.0,3.528,-1.229
1383,K2-155 d,2018,40.718,0.1937,1.9,4.27,3.42,381.0,4.464,-1.229
1384,K2-156 b,2018,0.813143,0.0149,1.1,1.37,5.66,1347.0,1.3,-0.838
1386,K2-158 b,2018,10.06049,0.0887,2.64,7.46,2.23,794.0,3.8,-0.163
1387,K2-158 c,2018,5.90279,0.0622,1.28,2.18,5.71,948.0,5.0,-0.163
1388,K2-159 b,2018,12.42205,0.1013,2.26,5.73,2.73,684.0,3.3,-0.296
1389,K2-16 b,2015,7.6188,0.0667,2.02,4.74,3.16,658.0,2.487,-0.761
1390,K2-16 c,2015,19.07863,0.1229,2.54,6.99,2.34,485.0,3.859,-0.761
1393,K2-162 b,2018,9.45889,0.0795,1.44,2.67,4.91,631.0,3.0,-0.657
1399,K2-166 b,2018,8.52695,0.0858,2.19,5.43,2.84,1140.0,3.7,0.458
1400,K2-167 b,2018,9.97748,0.091,2.3,6.5,2.87,1174.0,3.631,0.436
1403,K2-17 b,2015,17.96753,0.119,2.23,5.6,2.77,487.0,2.592,-0.997
1410,K2-174 b,2018,19.562307,0.126,2.6,7.27,2.27,455.0,5.808,-0.773
1416,K2-18 b,2015,32.939623,0.1429,2.37,8.92,4.11,284.0,2.682,-1.597
1418,K2-180 b,2018,8.8656511,0.0734,2.52,11.44182,5.6,802.0,2.98,-0.439
1419,K2-181 b,2018,6.894256,0.0706,2.84,8.45,2.03,962.0,2.6712,-0.013
1420,K2-182 b,2018,4.7369683,0.0526,2.69,20.0,5.6,969.0,2.561,-0.408
1422,K2-183 c,2018,10.787992,0.0932,2.3,5.9,2.66,787.0,3.8496,-0.132
1423,K2-183 d,2018,22.620344,0.1527,2.3,5.9,2.66,615.0,4.92,-0.138
1424,K2-184 b,2018,16.9780102,0.1685,1.47,2.76,4.77,533.0,2.4912,-0.399
1428,K2-187 b,2018,0.77401,0.0164,1.2,1.87,5.95,1815.0,1.5792,-0.21
1429,K2-187 c,2018,2.871512,0.0392,1.4,2.54,5.09,1173.0,2.376,-0.21
1430,K2-187 d,2018,7.149584,0.072,2.4,6.35,2.52,865.0,2.8392,-0.196
1431,K2-187 e,2018,13.606629,0.1106,1.9,4.27,3.42,698.0,4.0296,-0.21
1433,K2-188 c,2018,7.810253,0.0785,2.83,8.4,2.04,1026.0,3.5808,0.211
1434,K2-189 b,2018,2.588309,0.0361,1.52,2.92,4.57,1197.0,2.22,-0.239
1435,K2-189 c,2018,6.679195,0.068,2.5,6.8,2.39,872.0,2.7096,-0.219
1436,K2-19 b,2015,7.9222,0.074,7.0,32.4,0.334,854.0,3.237,-0.292
1437,K2-19 c,2015,11.8993,0.0971,4.1,10.8,0.94,745.0,3.823,-0.305
1438,K2-19 d,2016,2.5081,0.0344,1.11,10.0,51.4,1252.0,1.93,-0.305
1442,K2-192 b,2018,4.162817,0.049,1.52,2.92,4.57,939.0,1.6176,-0.36
1443,K2-193 b,2018,14.786889,0.1184,3.95,14.8,1.32,739.0,4.32,-0.076
1445,K2-195 b,2018,15.852975,0.1208,3.13,9.96,1.78,720.0,4.8408,-0.012
1448,K2-197 b,2018,8.357881,0.0806,2.56,7.08,2.32,848.0,3.4704,-0.114
1452,K2-199 b,2018,3.2253993,0.0382,1.73,6.9,7.2,913.0,2.017,-0.733
1453,K2-199 c,2018,7.3744897,0.0662,2.85,12.4,2.9,694.0,2.452,-0.733
1466,K2-21 b,2015,9.325038,0.076,1.84,4.04,2.7,500.0,2.372,-1.026
1467,K2-21 c,2015,15.50192,0.107,2.49,6.76,5.4,420.0,2.333,-0.985
1470,K2-212 b,2018,9.795647,0.0785,2.65,7.51,2.22,542.0,2.5992,-0.91
1472,K2-214 b,2018,8.596802,0.0834,2.43,6.48,2.48,1006.0,3.7296,0.196
1474,K2-216 b,2018,2.1748,0.028,1.75,8.0,8.2,1103.0,1.84,-0.721
1481,K2-220 b,2018,13.683256,0.1104,2.39,6.3,2.54,758.0,3.12,-0.061
1483,K2-222 b,2018,15.38857,0.1206,2.35,8.7,3.68,871.0,4.3896,0.139
1484,K2-223 b,2018,0.50557,0.0127,0.89,0.64,4.99,2271.0,0.9,-0.035
1485,K2-223 c,2018,4.562546,0.0549,1.5,2.86,4.66,1091.0,2.8,-0.035
1486,K2-224 b,2018,4.47904,0.0516,1.56,3.05,4.41,1002.0,2.4,-0.241
1487,K2-224 c,2018,10.09489,0.0886,2.41,6.39,2.51,764.0,3.6,-0.241
1488,K2-225 b,2018,15.87209,0.134,3.49,12.0,1.55,902.0,4.6,0.395
1489,K2-226 b,2018,3.27108,0.0413,1.54,2.99,4.5,1120.0,2.4,-0.276
1491,K2-228 b,2018,2.69828,0.0338,1.21,1.92,5.96,914.0,1.5,-0.849
1492,K2-229 b,2018,0.584216,0.0131,1.0,2.49,8.9,1818.0,1.5,-0.389
1493,K2-229 c,2018,8.32727,0.0769,2.03,21.3,12.8,750.0,2.5,-0.389
1494,K2-230 b,2018,2.86041,0.0409,1.96,4.5,3.28,1529.0,2.6,0.317
1496,K2-232 b,2018,11.168454,0.10356,11.209,126.49634,0.405,1030.0,5.03016,0.238
1497,K2-233 b,2018,2.4675,0.03308,1.343,11.26,26.26,1121.0,1.988,-0.523
1498,K2-233 c,2018,7.06005,0.06666,1.281,12.81,33.91,790.0,2.796,-0.523
1499,K2-233 d,2018,24.3645,0.15224,2.358,21.14,8.85,523.0,3.838,-0.523
1500,K2-237 b,2018,2.18053539,0.03558,16.197,433.20012,0.562,1828.0,2.9278,0.371
1501,K2-238 b,2018,3.20466,0.046,14.572,273.3338,0.56,1587.0,3.0704662,0.36
1502,K2-239 b,2018,5.24,0.0441,1.1,1.37,5.66,502.0,1.4664,-1.796
1503,K2-239 c,2018,7.775,0.0576,1.0,0.972,5.34,427.0,1.248,-1.796
1504,K2-239 d,2018,10.115,0.0685,1.1,1.37,5.66,399.0,1.8384,-1.796
1505,K2-24 b,2016,20.88977,0.154,5.4,19.0,0.64,709.0,5.498,0.158
1506,K2-24 c,2016,42.3391,0.247,7.5,15.4,0.2,560.0,6.498,0.158
1507,K2-240 b,2018,6.034,0.0513,2.0,4.66,3.2,586.0,2.1528,-1.276
1508,K2-240 c,2018,20.523,0.1159,1.8,3.89,3.67,389.0,3.192,-1.276
1509,K2-241 b,2018,26.8199,0.1567,2.55,7.04,2.33,507.0,4.1,-0.446
1510,K2-242 b,2018,6.51389,0.0494,2.54,6.99,2.34,416.0,2.0,-1.808
1511,K2-243 b,2018,11.54182,0.1087,2.17,5.35,2.88,1035.0,3.7,0.427
1512,K2-243 c,2018,24.94598,0.1817,2.01,4.7,3.18,801.0,5.2,0.427
1513,K2-244 b,2018,21.06884,0.1418,1.75,3.71,3.8,638.0,3.9,-0.118
1514,K2-245 b,2018,11.89307,0.0959,4.34,17.4,1.17,923.0,4.2,0.172
1515,K2-246 b,2018,5.76918,0.0602,3.49,12.0,1.55,977.0,3.4,-0.151
1516,K2-247 b,2018,2.25021,0.0304,2.12,5.14,2.96,979.0,1.2,-0.882
1517,K2-247 c,2018,6.49424,0.0615,2.19,5.43,2.84,688.0,1.7,-0.882
1518,K2-248 b,2018,7.17256,0.0699,2.57,7.13,2.31,886.0,2.8,-0.189
1519,K2-249 b,2018,12.409,0.1151,2.79,8.2,2.07,1061.0,5.9,0.336
1520,K2-25 b,2015,3.48456408,0.0287,3.44,24.5,3.31,494.0,0.7637,-2.088
1521,K2-250 b,2018,4.01457,0.0459,2.44,6.53,2.47,958.0,2.4,-0.426
1522,K2-251 b,2018,9.30075,0.0694,2.35,6.12,2.59,437.0,2.7,-1.342
1523,K2-252 b,2018,13.81513,0.1041,1.74,3.68,3.84,639.0,3.6,-0.408
1525,K2-254 b,2018,4.09639,0.0448,1.63,3.29,4.17,791.0,1.6,-0.822
1526,K2-254 c,2018,12.11839,0.0923,2.19,5.43,2.84,551.0,2.4,-0.822
1527,K2-255 b,2018,1.96417,0.0274,2.9,8.75,1.97,1034.0,1.1,-0.79
1528,K2-256 b,2018,5.52011,0.0578,2.63,7.41,2.24,845.0,3.6,-0.469
1529,K2-257 b,2018,1.60588,0.0216,0.83,0.498,4.79,789.0,1.3,-1.381
1530,K2-258 b,2018,19.0921,0.149,3.0,9.27,1.89,831.0,6.0,0.272
1531,K2-259 b,2018,15.48043,0.1271,2.32,5.99,2.64,795.0,4.2,0.167
1532,K2-26 b,2016,14.5665,0.0962,2.67,7.61,2.2,430.0,4.73,-1.31
1533,K2-260 b,2018,2.6266657,0.0404,17.396,451.3186,0.5,1957.0,4.1676,0.543
1534,K2-261 b,2018,11.633478,0.1034,9.528,59.75174,0.38,1046.0,5.138,0.328
1535,K2-263 b,2018,50.818947,0.2573,2.41,14.9,5.8,470.0,3.4872,-0.26
1536,K2-264 b,2018,5.840002,0.05023,2.231,5.61,2.78,496.0,1.884,-1.481
1537,K2-264 c,2018,19.660302,0.11283,2.668,7.6,2.2,331.0,2.618,-1.481
1539,K2-266 b,2018,0.658524,0.01306,3.3,11.26782,1.72,1515.0,0.33336,-0.823
1540,K2-266 c,2018,7.814,0.0679,0.705,0.29013,4.55,664.0,2.256,-0.823
1541,K2-266 d,2018,14.697,0.1035,2.93,8.9,2.03,538.0,3.408,-0.823
1542,K2-266 e,2018,19.482,0.1249,2.73,14.3,2.21,490.0,3.6648,-0.823
1543,K2-268 b,2018,2.151676,0.0308,1.5,2.86,4.66,1136.0,1.97,-0.471
1544,K2-268 c,2018,9.327527,0.0819,2.69,7.7,2.17,696.0,3.35,-0.429
1548,K2-269 b,2018,4.144965,0.0531,1.57,3.09,4.39,1429.0,2.7096,0.468
1549,K2-27 b,2016,6.771315,0.06702,4.48,30.9,1.87,902.0,2.802,-0.27
1550,K2-270 b,2018,1.543069,0.0247,1.38,2.48,5.19,1203.0,1.644,-0.558
1551,K2-270 c,2018,4.400028,0.0497,2.95,9.01,1.93,848.0,1.56,-0.518
1552,K2-271 b,2018,8.562421,0.077,7.28,41.8,0.595,893.0,3.24,-0.05
1553,K2-272 b,2018,14.4536756,0.1007,3.13,9.96,1.78,747.0,3.22,-0.302
1554,K2-273 b,2018,11.7195663,0.0729,3.05,9.53,1.85,849.0,4.872,-0.353
1555,K2-274 b,2018,14.1330314,0.0964,2.08,4.98,3.04,655.0,3.648,-0.509
1556,K2-275 b,2018,3.2809626,0.0277,2.34,6.08,2.61,1166.0,1.9296,-0.593
1557,K2-275 c,2018,8.4388385,0.0881,2.21,5.52,2.81,653.0,2.34,-0.593
1558,K2-276 b,2018,18.718269,0.1291,3.77,13.7,1.4,583.0,6.888,-0.405
1559,K2-277 b,2018,6.326763,0.0675,2.07,4.94,3.06,958.0,1.944,-0.052
1560,K2-278 b,2018,3.334966,0.0488,2.98,9.17,1.9,1711.0,3.936,0.399
1561,K2-279 b,2018,7.122605,0.067,1.21,1.92,5.96,879.0,3.072,-0.205
1562,K2-28 b,2016,2.260455,0.0214,2.32,5.99,2.64,568.0,0.9816,-1.94
1563,K2-280 b,2018,19.89526,0.1461,7.5,37.1,0.48,787.0,8.267,0.14
1564,K2-281 b,2018,8.687721,0.0773,8.18,50.9,0.511,665.0,2.7504,-0.647
1565,K2-282 b,2018,4.169783,0.0499,2.5,6.8,2.39,1057.0,2.7312,-0.215
1566,K2-283 b,2018,1.921036,0.0291,3.52,12.2,1.54,1186.0,1.7496,-0.524
1567,K2-284 b,2018,4.795069,0.04771,2.78,8.15,2.08,653.0,2.147,-1.013
1568,K2-285 b,2018,3.471745,0.03817,2.59,9.68,3.07,1089.0,2.18,-0.422
1569,K2-285 c,2018,7.138048,0.0824,3.53,15.68,1.95,741.0,2.52,-0.422
1572,K2-286 b,2018,27.359,0.1768,2.1,5.06,3.0,347.0,3.0,-1.046
1574,K2-288 B b,2018,31.393463,0.164,1.9,4.27,3.42,226.0,2.112,-1.93
1575,K2-289 b,2019,13.156969,0.107,9.1,61.0,0.445,753.0,4.032,-0.505
1576,K2-29 b,2016,3.2588321,0.04217,13.339,232.0159,0.53,1171.0,2.22,-0.295
1577,K2-290 b,2019,9.21165,0.0923,3.06,10.9,4.1,1230.0,4.96,0.42
1578,K2-290 c,2019,48.36685,0.305,11.276,246.00042,1.01,676.0,8.14,0.42
1579,K2-291 b,2019,2.225177,0.03261,1.589,6.49,8.84,1301.0,1.719,-0.166
1580,K2-292 b,2019,16.9841,0.13,2.63,24.5,7.4,795.0,3.66,0.093
1583,K2-295 b,2018,4.024867,0.0451,10.054,106.47305,0.612,852.0,2.4984,-0.716
1584,K2-3 b,2015,10.0546535,0.0747,2.078,5.11,3.11,501.0,2.563,-1.231
1585,K2-3 c,2015,24.646729,0.1357,1.582,2.68,3.7,372.0,3.428,-1.231
1586,K2-3 d,2015,44.55603,0.2014,1.458,2.2,17.5,305.0,4.17,-1.231
1587,K2-30 b,2016,4.098503,0.04839,11.646,184.02357,0.64,1092.0,2.3208,-0.256
1597,K2-32 b,2016,8.992,0.0795,5.299,15.0,0.55,837.0,3.488,-0.296
1598,K2-32 c,2016,20.66093,0.13843,3.134,8.1,1.43,634.0,4.35,-0.488
1599,K2-32 d,2016,31.71701,0.18422,3.484,6.7,0.87,550.0,4.888,-0.488
1600,K2-32 e,2019,4.34934,0.04899,1.212,2.1,6.3,1066.0,2.671,-0.488
1602,K2-321 b,2020,2.298,0.041,1.95,4.46,3.31,701.0,1.026816,-1.254
1608,K2-329 b,2020,12.4551225,0.1016,8.676,82.6358,0.694,650.0,3.621,-0.325
1621,K2-34 b,2016,2.9956348,0.0442,13.75,539.67534,0.94,1687.0,2.4768,0.4
1634,K2-35 b,2016,2.399964,0.031,1.32,2.3,5.5,979.0,1.992,-0.803
1635,K2-35 c,2016,5.608352,0.055,1.93,4.38,3.35,766.0,1.7976,-0.719
1648,K2-36 b,2016,1.422614,0.02288,1.43,4.3,8.0,1328.0,1.1232,-0.57
1649,K2-36 c,2016,5.340888,0.05528,3.2,7.9,1.3,854.0,1.153,-0.57
1657,K2-37 b,2016,4.44117,0.0511,1.61,3.22,4.24,974.0,2.706,-0.469
1658,K2-37 c,2016,6.42904,0.0654,2.75,8.0,2.11,861.0,3.127,-0.408
1659,K2-37 d,2016,14.09189,0.1103,2.73,7.9,2.13,663.0,2.967,-0.469
1671,K2-38 b,2016,4.01593,0.0503,1.655,7.7,9.3,1310.0,2.74,0.037
1672,K2-38 c,2016,10.56103,0.0959,2.49,7.4,2.63,949.0,2.38,0.037
1690,K2-39 b,2016,4.60543,0.05708,6.277,28.6047,0.5,1670.0,8.184,0.674
1704,K2-4 b,2015,10.003417,0.078,2.1,5.06,3.0,563.0,2.9232,-0.915
1726,K2-43 b,2016,3.471149,0.03784,4.51,18.5,1.11,939.0,2.0448,-1.212
1728,K2-44 b,2016,5.657,0.06,2.433,6.5,2.48,1211.0,4.296,0.43
1729,K2-45 b,2016,1.7292684,0.0224,6.71,36.4,0.662,1074.0,1.689,-0.74
1730,K2-46 b,2016,19.1541,0.13821,2.05,4.86,3.1,889.0,6.73,0.413
1734,K2-5 b,2015,5.73594,0.0532,1.91,4.31,3.4,565.0,2.654,-1.083
1735,K2-5 c,2015,10.93241,0.0818,2.26,5.73,2.73,456.0,3.498,-1.083
1737,K2-52 b,2016,3.535055,0.054,18.0,45700.0,43.1,2004.0,5.328,0.027
1738,K2-53 b,2016,12.20772,0.098,2.6,7.27,2.27,665.0,3.48,-0.579
1740,K2-55 b,2016,2.849258,0.03486,3.82,14.0,1.38,912.0,2.006,-0.784
1747,K2-6 b,2015,30.94191,0.1898,2.5,6.8,2.39,615.0,5.28,-0.12
1748,K2-60 b,2016,3.00265,0.045,7.656,135.39558,1.7,1400.0,3.08,0.282
1756,K2-66 b,2016,5.06963,0.05983,2.49,21.3,7.8,1372.0,4.71,0.506
1759,K2-7 b,2015,28.67992,0.1814,2.67,7.61,2.2,651.0,7.872,0.405
1771,K2-79 b,2016,10.9947,0.0988,4.09,9.2,0.73,1022.0,4.4856,0.018
1772,K2-8 b,2015,10.35239,0.0856,3.58,12.5,1.5,631.0,3.362,-0.553
1773,K2-8 c,2016,5.06416,0.0532,2.41,6.39,2.51,801.0,2.08,-0.583
1784,K2-87 b,2016,9.726618,0.094,7.6,44.9,0.562,979.0,4.56,-0.098
1787,K2-9 b,2015,18.4498,0.091,2.25,5.69,2.74,314.0,2.8397,-1.921
1788,K2-90 b,2016,13.733314,0.096,2.6,7.27,2.27,502.0,2.952,-0.953
1791,K2-95 b,2016,10.1346454,0.0525,3.31,11.0,1.67,474.0,2.856,-1.635
1792,K2-97 b,2016,8.406726,0.086,10.61,152.5584,0.702,1499.0,6.072,0.919
1793,K2-98 b,2016,10.136448,0.0974,5.2,32.2,2.15,1092.0,5.03,0.504
1794,K2-99 b,2016,18.251985,0.1597,11.73,308.2951,1.05,1113.0,11.496,0.961
1795,KELT-1 b,2012,1.217514,0.02466,12.442,8654.15,24.7,2233.0,2.76456,0.542
1796,KELT-10 b,2016,4.1662739,0.0525,15.681,215.80657,0.308,1377.0,3.744,0.217
1797,KELT-11 b,2017,4.7361,0.06229,15.132,54.34893,0.093,1712.0,7.1376,0.744
1798,KELT-12 b,2017,5.031623,0.06708,19.952,301.9385,0.209,1800.0,5.7624,0.892
1799,KELT-14 b,2016,1.7100566,0.03005,19.537,408.09372,0.322,1970.0,2.18808,0.279
1800,KELT-15 b,2016,3.32944,0.04613,19.504,416.3573,0.36,1642.0,4.0123108,0.412
1801,KELT-16 b,2017,0.9689951,0.02044,15.861,874.0325,1.2,2453.0,2.4888,0.401
1802,KELT-17 b,2016,3.0801716,0.04881,17.094,416.3573,0.46,2087.0,3.4752,0.876
1803,KELT-18 b,2017,2.8717518,0.0455,17.598,375.0394,0.377,2085.0,4.644,0.813
1804,KELT-19 A b,2017,4.6117093,0.0637,21.409,1293.5681,0.744,1935.0,4.3944,0.978
1805,KELT-2 A b,2012,4.11379,0.05497,15.132,540.311,0.91,1715.0,4.941,0.689
1806,KELT-20 b,2017,3.4741085,0.0542,19.515,1074.90106,0.806,2262.0,3.57552,1.104
1807,KELT-21 b,2018,3.6127647,0.05224,17.777,1242.7153,1.24,2051.0,4.10544,0.905
1808,KELT-23 A b,2019,2.255251,0.03302,14.83,298.12454,0.503,1561.0,2.38104,0.034
1809,KELT-24 b,2019,5.5514926,0.06969,14.258,1646.3594,3.13,1459.0,4.30008,0.565
1810,KELT-3 b,2013,2.70339,0.04123,17.486,616.5902,0.75,1816.0,3.1512,0.625
1811,KELT-4 A b,2016,2.9895932,0.04317,19.044,286.68266,0.228,1823.0,3.46272,0.535
1812,KELT-6 b,2014,7.8457,0.07939,14.572,165.2716,0.311,1313.0,5.892,0.493
1814,KELT-7 b,2015,2.73477,0.04415,17.934,441.7837,0.442,2048.0,3.5112,0.758
1815,KELT-8 b,2015,3.24406,0.0455,18.159,209.7678,0.167,1675.0,3.6774272,0.265
1816,KELT-9 b,2017,1.4811235,0.03462,21.196,915.3504,0.53,4050.0,3.91584,1.724
1825,KIC 5437945 b,2015,440.7813,1.1455,6.4,33.6,0.704,308.0,21.268,0.641
1832,KIC 9663113 b,2015,572.3847,1.4062,4.6,19.2,1.08,264.0,23.162,0.792
1908,KOI-12 b,2015,17.855182,0.154,13.787,349.613,0.733,911.0,7.42939,0.626
1909,KOI-1257 b,2014,86.647661,0.382,10.54,460.83,2.1,511.0,4.2624,0.029
1910,KOI-13 b,2011,1.763588,0.03641,16.948,2949.4624,3.6,2550.0,3.16877,0.971
1911,KOI-142 b,2013,10.91647,0.098,3.438,9.5,1.29,758.0,3.6496,-0.165
1913,KOI-1599.01,2019,20.4415,0.14728,1.9,4.6,3.69,660.0,6.642,0.162
1914,KOI-1599.02,2019,13.6088,0.112293,1.9,9.0,7.21,755.0,5.175,0.162
1915,KOI-1783.01,2020,134.4628,0.5135,8.86,71.0,0.56,412.0,5.874,0.213
1916,KOI-1783.02,2020,284.215,0.8453,5.44,15.0,0.51,321.0,7.793,0.213
1917,KOI-1831 d,2021,34.169,0.1949,1.13,2.23,9.95,475.0,4.487,-0.308
1918,KOI-1833 d,2021,7.685,0.0634,2.58,11.02,4.5,613.0,1.174,-0.763
1920,KOI-3503 b,2021,21.185,0.1462,1.19,9.2,10.0,785.0,2.776,0.3
1921,KOI-3503 c,2021,31.828,0.1911,1.21,10.36,10.0,686.0,4.17,0.3
1922,KOI-351 b,2013,7.008151,0.074,1.31,2.27,5.55,1062.0,3.99,0.269
1923,KOI-351 c,2013,8.719375,0.089,1.19,1.81,5.9,987.0,4.41,0.269
1924,KOI-351 d,2013,59.73667,0.32,2.87,8.6,2.0,520.0,8.4,0.269
1925,KOI-351 e,2013,91.93913,0.42,2.66,7.56,2.21,450.0,9.71,0.269
1926,KOI-351 f,2013,124.9144,0.48,2.88,8.65,1.99,407.0,10.94,0.269
1929,KOI-3680 b,2018,141.241671,0.534,11.097,613.4119,2.46,347.0,6.7368,0.068
1933,KOI-7368 b,2022,6.8430344,0.0678,2.22,5.56,2.79,805.0,2.79,-0.316
1934,KOI-7913 b,2022,24.278553,0.1456,2.34,6.08,2.61,432.0,4.39,-0.768
1935,KOI-94 b,2013,3.743208,0.05119,1.71,10.5,10.1,1486.0,3.6888,0.479
1936,KOI-94 c,2013,10.423648,0.1013,4.32,15.6,0.91,1012.0,5.2257,0.479
1937,KOI-94 d,2013,22.342989,0.1684,11.27,106.0,0.363,806.0,6.68603,0.479
1938,KOI-94 e,2013,54.32031,0.3046,6.56,35.0,0.6,584.0,8.4652,0.479
1939,KOI-984 b,2022,4.2881785,0.0504,4.3,17.1,1.18,1022.0,1.58,-0.324
1941,KPS-1 b,2018,1.706291,0.0269,11.545,346.4347,1.31,1459.0,1.68,-0.353
1943,Kepler-10 b,2011,0.8374907,0.01685,1.47,3.26,5.57,2188.0,1.811,0.055
1944,Kepler-10 c,2011,45.294301,0.241,2.355,11.4,4.78,578.0,6.8714,0.055
1946,Kepler-100 b,2014,6.88705,0.072,1.32,7.34,14.25,1155.0,4.4276,0.411
1949,Kepler-1000 b,2016,120.0181272,0.5337,4.76,20.3,1.03,473.0,11.604,0.715
1950,Kepler-1001 b,2016,14.30511983,0.1129,3.15,10.1,1.78,693.0,4.449,-0.279
1951,Kepler-1001 c,2020,9.18186,0.084,1.578,3.11,4.35,804.0,3.396,-0.279
1952,Kepler-1002 b,2016,4.33642933,0.0564,1.71,3.57,3.92,1453.0,4.1031,0.501
1953,Kepler-1003 b,2016,3.55485691,0.0444,1.78,3.82,3.72,1157.0,2.1026,0.282
1954,Kepler-1004 b,2016,5.28789787,0.0671,6.28,32.5,0.721,1661.0,8.528,0.713
1955,Kepler-1005 b,2016,6.49801525,0.0669,1.5,2.86,4.66,1026.0,2.3167,0.136
1956,Kepler-1006 b,2016,19.76172042,0.1464,1.54,2.99,4.5,791.0,3.5906,-0.4
