pl_name,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,sy_dist
"HD 49674 b",2002,"W. M. Keck Observatory",0,"4.94737",0.06,6.2,31.783,"0.09",,"43.0399"
"30 Ari B b",2009,"Thueringer Landessternwarte Tautenburg",0,"335.10001",0.99,12.3,4392.4106,"0.29",,"44.657"
"HD 62509 b",2006,"Multiple Observatories",0,"589.64",1.64,13.3,731,"0.02",,"10.34"
"HD 208527 b",2012,"Bohyunsan Optical Astronomical Observatory",0,"875.5",2.1,12.5,3146.4,"0.08",,"312.202"
"HD 167768 b",2022,"Okayama Astrophysical Observatory",0,"20.653199999999998",0.1512,13.9,270.15415,"0.149",,"107.214"
"Kepler-720 b",2016,"Kepler",0,"4.70832654",0.0539,8.41,53.4,"0","1162","1065.37"
"HD 158259 d",2020,"Haute-Provence Observatory",0,"5.1980814",,2.18,5.41,,,"27.0498"
"HD 207897 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"16.202159",0.1163,2.501,14.4,"0.047","632.2","28.2938"
"KELT-14 b",2016,"KELT-South",0,"1.7100566",0.03005,19.537,408.09372,"0","1970","250.121"
"rho CrB d",2023,"Lowell Observatory",0,"282.2",0.827,4.94,21.6,"0",,"17.4671"
"HAT-P-30 b",2011,"HATNet",0,"2.8106",0.0419,16.141,263.7989,"0.04","1630","213.985"
"TOI-3362 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"18.09547",0.153,12.801,1598.35906,"0.815","688","366.987"
"GJ 486 b",2021,"Calar Alto Observatory",0,"1.467119",0.01734,1.305,2.82,"0.05","701","8.07426"
"HAT-P-69 b",2019,"HATNet",0,"4.7869491",0.06555,18.786,1137.8314,"0","1930","341.263"
"47 UMa c",2001,"Lick Observatory",0,"2391",3.6,14.2,171.621,"0.098",,"13.7967"
"K2-415 b",2023,"K2",0,"4.0179694",0.027,1.015,7.5,,"412.4","21.8182"
"BD-11 4672 b",2014,"La Silla Observatory",0,"1634",2.36,14.1,206.5895,"0.05",,"27.1665"
"HATS-44 b",2018,"HATSouth",0,"2.7439004",0.03649,11.96,177.9848,"0.279","1161","446.035"
"rho CrB b",1997,"Fred Lawrence Whipple Observatory",1,"39.8438",0.2245,13.7,347.38645,"0.038","614","17.4671"
"GJ 328 b",2013,"McDonald Observatory",0,"3771",4.11,13.3,797.7493,"0.227",,"20.5266"
"HD 191939 d",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"38.353037",0.2132,2.995,2.8,"0.031","540","53.6089"
"2MASS J01033563-5515561 AB b",2013,"Paranal Observatory",0,,84,12.3,4131.79,,,"47.2"
"Kepler-167 d",2016,"Kepler",0,"21.80379",0.1404,1.238,2.06,"0","538","341.908"
"HD 7199 b",2011,"La Silla Observatory",0,"615",1.36,11.1,85.8141,"0.19",,"36.1531"
"KOI-55 c",2011,"Kepler",1,"0.342887",0.0076,0.867,0.655,,,"1231.02"
"HD 75898 b",2007,"W. M. Keck Observatory",0,"422.9",1.191,13.2,861.3193,"0.11",,"78.0505"
"HD 79498 b",2011,"McDonald Observatory",0,"1807",2.98,13.6,425.8922,"0.575",,"48.9489"
"Kepler-751 b",2016,"Kepler",0,"17.44490636",0.1263,2.46,6.62,"0","679","760.43"
"Kepler-1930 b",2021,"Kepler",0,"13.02680016",0.1025,1.53,2.95,"0","643","275.694"
"Kepler-1725 b",2021,"Kepler",0,"16.71990013",0.1302,2.813,8.31,"0","767","558.652"
"Kepler-1883 b",2021,"Kepler",0,"103.427002",0.4438,3.251,10.6,"0","416","1377.61"
"WASP-85 A b",2016,"K2",0,"2.6556777",0.039,13.899,402.05495,"0","1452","141.887"
"WASP-95 b",2014,"SuperWASP",0,"2.18467",0.03416,13.787,457.6752,"0","1570","137.544"
"Kepler-1887 b",2021,"Kepler",0,"19.94750023",0.1421,2.925,8.88,"0","625","1366.18"
"Kepler-633 c",2021,"Kepler",0,"23.78319931",0.1618,2.296,5.89,"0","725","680.54"
"Kepler-1907 c",2021,"Kepler",0,"14.86390018",0.1076,1.155,1.63,"0","620","292.111"
"WASP-74 b",2015,"SuperWASP",0,"2.13775",0.03443,15.244,228.8376,"0","1926","149.216"
"6 Lyn b",2008,"Okayama Astrophysical Observatory",0,"919.86",2.028,13.4,597.83523,"0.042",,"54.6599"
"Kepler-782 b",2016,"Kepler",0,"158.6853308",0.5444,3.21,10.4,"0","350","446.844"
"HD 77338 b",2012,"La Silla Observatory",0,"5.7361",0.06,4.12,15.9,"0.09",,"45.935"
"GJ 3021 b",2000,"La Silla Observatory",0,"133.71",0.49,13.1,1071.04,"0.511","350","17.5559"
"GJ 3634 b",2010,"La Silla Observatory",0,"2.64561",0.0287,2.83,8.4,"0.08",,"20.3779"
"GJ 674 b",2007,"La Silla Observatory",0,"4.6938",0.039,3.33,11.09,"0.2",,"4.54896"
"HD 37605 c",2012,"Multiple Observatories",0,"2720",3.74,13.1,1013.8777,"0.03",,"46.7864"
"GJ 876 e",2010,"W. M. Keck Observatory",0,"124.26",0.3343,3.92,14.6,"0.055",,"4.67517"
"HD 189567 b",2021,"La Silla Observatory",0,"14.288",0.111,2.85,8.5,"0.189",,"17.9055"
"HD 96700 c",2021,"La Silla Observatory",0,"19.88",0.141,1.69,3.5,"0.293",,"25.4111"
"GSC 06214-00210 b",2010,"Palomar Observatory",0,,320,20.176,5000,,"2300","108.5"
"HD 155918 c",2022,"Multiple Observatories",0,"17202.19446",13.183,12.8,1878.04806,"0.071",,"27.561"
"HD 190647 b",2007,"La Silla Observatory",0,"1176.45",2.231,13.4,630.89255,"0.224",,"54.4738"
"BD+15 2940 b",2013,"McDonald Observatory",0,"137.48",0.539,13.7,352.78,"0.26",,"426.42"
"Kepler-468 b",2016,"Kepler",0,"38.47875707",0.2213,13.34,,"0","484","442.871"
"Kepler-495 b",2016,"Kepler",0,"3.41303622",0.0427,5.23,23.8,"0","1200","658.924"
"Kepler-123 b",2014,"Kepler",0,"17.232366",0.135,2.94,55.3,"0","817","1021.66"
"HD 200964 c",2010,"Lick Observatory",0,"852.5",1.96,13.7,385.84562,"0.243",,"72.5922"
"HATS-36 b",2018,"HATSouth",0,"4.175186",0.0523,12.92,1022.14128,"0.105","1203","856.436"
"HD 17156 b",2007,"Subaru Telescope",0,"21.21663",0.16278,12.33,1115.5833,"0.68","883","78.0863"
"HD 206610 b",2009,"W. M. Keck Observatory",0,"673.2",1.74,13.4,647.10188,"0.1",,"147.192"
"KMT-2021-BLG-1898L b",2022,"KMTNet",0,,1.9,14,232.01474,,,"6900"
"8 UMi b",2015,"Bohyunsan Optical Astronomical Observatory",0,"93.4",0.49,13.6,416.3573,"0.06",,"162.552"
"K2-77 b",2016,"K2",0,"8.199796",0.076,2.3,603.877,"0.14","693","141.731"
"Kepler-432 b",2015,"Kepler",0,"52.501129",0.301,12.834,1719.4603,"0.5134","812","848.023"
"HATS-1 b",2012,"HATSouth",0,"3.446459",0.0444,14.594,589.55,"0.12","1359","283.971"
"Kepler-166 c",2014,"Kepler",0,"34.260281",0.195,2.38,6.26,"0","468","603.53"
"K2-136 c",2017,"K2",0,"17.30713",0.1185,3,18.1,"0.047","470","59.2474"
"K2-136 d",2017,"K2",0,"25.575",0.1538,1.565,3,"0.071","420","59.2474"
"WASP-39 b",2011,"SuperWASP",0,"4.055259",0.0486,14.235,88.989,"0","1166","213.982"
"HATS-54 b",2019,"HATSouth",0,"2.5441765",0.037,11.377,239.32479,"0","1429","748.585"
"G 9-40 b",2019,"K2",0,"5.746007",0.0385,2.025,11.7,"0","456","27.9276"
"KMT-2019-BLG-0414L b",2022,"KMTNet",0,,1.16,12.9,1452.47582,,,"4410"
"KOI-94 e",2013,"Kepler",0,"54.32031",0.3046,6.56,35,"0.019","584","477.052"
"TOI-2076 d",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"35.12537",0.1539,3.232,10.5,,"530.4","41.9091"
"HD 100655 b",2011,"Bohyunsan Optical Astronomical Observatory",0,"157.57001",0.68,13.5,511.7063,"0.09",,"137.178"
"HD 210277 b",1998,"W. M. Keck Observatory",0,"442.19",1.13,13.6,410.0007,"0.48",,"21.2985"
"HD 21693 b",2019,"La Silla Observatory",0,"22.6786",0.1455,2.8,8.23,"0.12",,"33.255"
"HD 10180 f",2010,"La Silla Observatory",0,"122.744",0.4929,5.24,23.9,"0.119",,"38.9607"
"HD 10180 g",2010,"La Silla Observatory",0,"604.67",1.427,4.91,21.4,"0.263",,"38.9607"
"WASP-47 d",2015,"K2",0,"9.03055",0.085,3.567,14.2,"0.01",,"264.78"
"HD 176986 c",2017,"Multiple Observatories",0,"16.8191",0.11878,2.98,9.18,"0.111",,"27.7843"
"WASP-64 b",2012,"SuperWASP",0,"1.5732918",0.02648,14.247,403.945,"0","1689","369.926"
"GJ 15 A b",2014,"W. M. Keck Observatory",1,"11.4407",0.072,1.55,3.03,"0.094","550","3.56228"
"HD 143361 b",2008,"Las Campanas Observatory",0,"1039.15",1.988,12.9,1382.55357,"0.197",,"68.5146"
"GJ 1252 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"0.5182331",0.00915,1.193,1.32,"0","1089","20.373"
"GJ 3998 b",2016,"Roque de los Muchachos Observatory",0,"2.64977",0.029,1.38,2.47,"0",,"18.1459"
"K2-294 b",2019,"K2",0,"2.50387",,1.66,3.39,,"1425","373.078"
"GJ 3293 c",2015,"La Silla Observatory",0,"122.6196",0.36175,4.87,21.09,"0.11",,"20.1903"
"HR 2562 b",2016,"Gemini Observatory",0,,20.3,12.442,9534.9,,"1200","34.0071"
"K2-154 b",2018,"K2",0,"3.67626",0.0405,1.99,4.62,,"715","129.356"
"GJ 3929 c",2022,"Multiple Observatories",0,"15.04",0.081,2.26,5.71,"0","317","15.8095"
"HD 118203 b",2005,"Haute-Provence Observatory",0,"6.1335",0.07,13.138,886.7457,"0.31","1509","92.2589"
"HATS-58 A b",2019,"HATSouth",0,"4.2180896",0.05798,12.274,327.3649,"0.168","1721","403.591"
"HATS-46 b",2018,"HATSouth",0,"4.7423729",0.05367,10.122,54.98459,"0.559","1054","453.808"
"HD 16417 b",2008,"Anglo-Australian Telescope",0,"17.24",0.14,5,22.1,"0.2",,"25.3936"
"TOI-4603 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"7.24599",0.0888,11.68,4096.80817,"0.325","1677","225.643"
"TOI-3884 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"4.5445697",0.0354,6,16.5,"0.32","463","43.1448"
"TOI-2421 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"4.3474032",0.0543,10.368,105.83686,"0","1534","327.927"
"HD 109833 c",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"13.900148",,2.59,7.22,"0.3","756.698758598","79.5561"
"KELT-4 A b",2016,"KELT",0,"2.9895932",0.04317,19.044,286.68266,"0","1823","218.05"
"Kepler-167 b",2014,"Kepler",0,"4.3931539",0.04825,1.718,3.6,"0","918","341.908"
"KELT-10 b",2016,"KELT-South",0,"4.1662739",0.0525,15.681,215.80657,,"1377","188.404"
"LTT 3780 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"0.76837883",0.01211,1.32,2.47,"0.032","892","21.9814"
"HD 114082 b",2022,"La Silla Observatory",0,"109.75",0.5109,11.209,2542.62726,"0.395",,"95.3906"
"TOI-270 b",2019,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.3601538",0.03197,1.206,1.58,"0.034","581","22.4793"
"TOI-270 c",2019,"Transiting Exoplanet Survey Satellite (TESS)",0,"5.6605731",0.04526,2.355,6.15,"0.027","488","22.4793"
"MWC 758 c",2023,"Large Binocular Telescope Observatory",0,,100,,,,"500","159.537"
"WASP-168 b",2018,"SuperWASP-South",0,"4.153658",0.0519,16.814,133.4886,"0","1340","303.941"
"TOI-269 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.6977104",0.0345,2.77,8.8,"0.425","531","57.0225"
"HD 169830 c",2003,"La Silla Observatory",0,"1818.82339",3.075,12.6,2437.42605,"0.246",,"37.6048"
"HD 167677 b",2023,"Multiple Facilities",0,"1820",2.877,13.2,905.81096,"0.182",,"54.3258"
"KMT-2021-BLG-2010L b",2023,"KMTNet",0,,1.79,13.8,340.0764,,,"7090"
"KMT-2022-BLG-1013L b",2023,"KMTNet",0,,1.38,12.1,98.52681,,,"7710"
"Kepler-9 c",2010,"Kepler",0,"38.9853",0.227,8.08,29.9,"0.06691","523","628.257"
"OGLE-2017-BLG-0173L b",2018,"OGLE",0,,3.913,1.62,3.269,,,"4705"
"K2-371 b",2022,"K2",0,"3.114905",,13.024,,,"956.834111041","442.813"
"HD 1605 c",2015,"Multiple Observatories",0,"2149",3.584,13,1150.5446,"0.099",,"88.8047"
"Kepler-265 c",2014,"Kepler",0,"17.028937",0.127,2.63,7.41,"0","755","1280.25"
"Kepler-56 d",2016,"Multiple Observatories",0,"1002",2.16,12.8,1784,"0.2",,"912.994"
"HD 9174 b",2016,"Multiple Observatories",0,"1179",2.2,13.7,352.7913,"0.12",,"81.4893"
"HD 32518 b",2009,"Thueringer Landessternwarte Tautenburg",0,"157.35",0.594,13.2,905.49313,"0.028",,"122.115"
"TRAPPIST-1 g",2017,"Multiple Observatories",0,"12.352446",0.04683,1.129,1.321,"0.00208","197.3","12.4298888"
"Kepler-756 b",2016,"Kepler",0,"1.22486632",0.0219,1.12,1.46,"0","1741","852"
"HATS-9 b",2015,"HATSouth",0,"1.915291",0.0312,13.85,266.02371,"0.075","1746","638.7"
"HD 165155 b",2016,"Multiple Observatories",0,"434.5",1.13,13.2,918.5287,"0.2",,"63.3574"
"OGLE-2017-BLG-1140L b",2018,"OGLE",0,,1.02,13.5,505,,,
"K2-239 b",2018,"K2",0,"5.24",0.0441,1.1,1.37,,"502","31.0849"
"EPIC 201497682 b",2019,"K2",0,"2.13174",,0.692,0.26,,,"253.026"
"EPIC 206032309 b",2019,"K2",0,"2.87814",,1.01,1.01,,,"161.365"
"HATS-8 b",2015,"HATSouth",0,"3.583893",0.04667,9.785,43.86054,"0.376","1324","794.637"
"HD 180617 b",2018,"Calar Alto Observatory",0,"105.911",0.343,3.53,12.214,"0.101",,"5.91059"
"CI Tau b",2019,"Multiple Observatories",0,"8.9891",,12.4,3686.828,"0.25",,"157.998"
"K2-165 c",2018,"K2",0,"4.382745",,1.554,3.03,,,"134.591"
"K2-27 b",2016,"K2",0,"6.771315",0.06702,4.48,30.9,"0.251","902","249.645"
"HIP 65426 b",2017,"Paranal Observatory",0,,92,16.814,2860.47,,"1500","108.875"
"HATS-72 b",2020,"HATSouth",0,"7.3279474",0.066517,8.097,39.85588,"0.013","739.3","127.589"
"K2-252 b",2018,"K2",0,"13.81513",0.1041,1.74,3.68,,"639","228.839"
"WASP-183 b",2019,"SuperWASP",0,"4.1117771",0.04632,16.477,159.55066,,"1111","325.377"
"WASP-23 b",2010,"SuperWASP",0,"2.9444256",0.0376,10.783,280.95,"0.062","1076.54497534","207.49"
"WASP-11 b",2008,"SuperWASP",0,"3.72247",0.0435,12.442,251.0857,"0","992","124.73"
"WASP-70 A b",2014,"SuperWASP",0,"3.7130203",0.04853,13.047,187.512,"0","1387","222.355"
"HD 25015 b",2019,"La Silla Observatory",0,"6134.427",6.248,12.5,2884.92845,"0.341",,"37.433"
"HD 220689 b",2012,"La Silla Observatory",0,"2266.4",3.396,13.7,381.39409,"0.054",,"46.8778"
"HD 23596 b",2003,"Haute-Provence Observatory",0,"1535.11912",2.694,12.4,3786.60764,"0.282",,"52.0018"
"KMT-2018-BLG-1743L b",2021,"KMTNet",0,,1.449,10.5,77.86796,,,"6483"
"K2-19 c",2015,"K2",0,"11.8993",0.0971,4.1,10.8,"0.21","745","289.827"
"K2-136 b",2017,"K2",0,"7.9752",0.0707,1.014,4.3,"0.14","610","59.2474"
"HAT-P-42 b",2012,"HATNet",0,"4.641878",0.0575,14.348,331.801,"0","1428","405.238"
"HAT-P-64 b",2021,"HATNet",0,"4.007232",0.05387,19.089,184.34048,"0.101","1766","651.897"
"OGLE-2019-BLG-0304L b",2021,"OGLE",0,,1.23,14.2,162.09249,,,"6980"
"GJ 3138 b",2017,"La Silla Observatory",0,"1.22003",0.0197,1.18,1.78,"0.19",,"28.4712"
"HD 148164 b",2018,"W. M. Keck Observatory",0,"328.55",0.993,13.7,390.9309,"0.587",,"77.1971"
"PDS 70 c",2019,"European Southern Observatory",0,,34,22.866,635.66,"0.11","995","113.064"
"K2-22 b",2015,"K2",0,"0.381073",0.009,2.3,444.962,"0.19","2100","243.836"
"HD 24064 b",2015,"Bohyunsan Optical Astronomical Observatory",0,"535.59998",1.29,12.3,4096.8287,"0.35",,"300.247"
"WASP-47 b",2012,"SuperWASP",0,"4.1591492",0.052,12.64,363.6,"0.0028","1275","264.78"
"LHS 1140 c",2018,"Multiple Observatories",0,"3.77792",0.02734,1.169,1.76,"0.274","708.9","14.9861"
"KMT-2017-BLG-0165L b",2018,"KMTNet",0,,3.45,6.45,34,,,"4530"
"Kepler-849 b",2016,"Kepler",0,"394.6244904",1.1088,7.14,40.4,"0","325","822.134"
"BD-06 1339 b",2013,"La Silla Observatory",1,"3.8728",0.0428,2.85,8.5,"0",,"20.2695"
"HAT-P-40 b",2012,"HATNet",0,"4.45724",0.0608,17.038,152.5584,"0","1770","464.469"
"Qatar-4 b",2017,"Qatar",0,"1.8053564",0.02803,12.722,1938.763,"0","1385","329.036"
"HAT-P-51 b",2015,"HATNet",0,"4.2180278",0.05069,14.493,98.20947,"0.123","1192","440.089"
"HD 66428 b",2005,"W. M. Keck Observatory",0,"2269.81726",3.395,12.4,3478.94974,"0.471",,"53.2817"
"HD 70642 b",2003,"Anglo-Australian Telescope",0,"2124.54",3.318,13,1239.53079,"0.175",,"29.276"
"LkCa 15 c",2015,"Large Binocular Telescope Observatory",1,,18.6,,,,,"158.152"
"MXB 1658-298 b",2017,"Multiple Observatories",0,"760",1.613,12,7532.571,,,
"MOA-2016-BLG-319L b",2018,"MOA",0,,0.95,14.1,200,,,"6800"
"MOA-2011-BLG-291L b",2018,"MOA",0,,0.69,4.43,18,,,"4400"
"HIP 91258 b",2013,"Haute-Provence Observatory",0,"5.0505",0.06,13.7,346.4347,"0.02",,"45.8846"
"BD+15 2375 b",2016,"Roque de los Muchachos Observatory",0,"153.22",0.576,13.8,337.21763,"0.001",,"768.045"
"K2-125 b",2017,"K2",0,"21.750264",0.121,2.18,5.39,"0.08",,"124.156"
"CoRoT-21 b",2012,"CoRoT",0,"2.72474",0.0417,14.572,718.2958,"0",,"1398.8341969"
"HD 14787 b",2018,"W. M. Keck Observatory",0,"676.6",1.7,13.7,356.28743,"0.155",,"119.137"
"NGC 2682 YBP 1514 b",2014,"Multiple Observatories",0,"5.118",,14,127.132,"0.28",,"914.221"
"GJ 1148 c",2017,"Calar Alto Observatory",0,"532.58",0.912,9.71,68.06,"0.342",,"11.0143"
"TOI-849 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"0.76552414",0.01598,3.444,39.09,"0","1932","225.734"
"CoRoT-26 b",2013,"CoRoT",0,"4.20474",0.0526,14.12,165.26,"0","1600","1045.18"
"K2-348 b",2018,"K2",0,"4.688418",,3.26,10.7,,"908","201.856"
"Kepler-1099 b",2016,"Kepler",0,"2.16845259",0.0337,2.83,8.4,"0","1558","1022.8"
"7 CMa c",2019,"Multiple Observatories",0,"996",2.153,13.9,276.5121,"0.08",,"19.8101"
"HD 108236 b",2020,"Transiting Exoplanet Survey Satellite (TESS)",0,"3.795963",0.04527,1.615,3.24,"0.045","1099","64.5978"
"Kepler-167 e",2016,"Kepler",0,"1071.23205",1.883,10.16,321.00669,"0.29","134.4","341.908"
"HD 92788 b",2000,"Multiple Observatories",0,"325.803",0.97,13,1195.0408,"0.35",,"34.6538"
"WASP-147 b",2018,"SuperWASP-South",0,"4.60273",0.0549,12.498,87.40325,"0","1404","436.098"
"bet Cnc b",2014,"Bohyunsan Optical Astronomical Observatory",0,"605.2",1.7,12.6,2479,"0.08",,"89.0472"
"mu Leo b",2014,"Bohyunsan Optical Astronomical Observatory",0,"357.8",1.1,13.3,762.8,"0.09",,"32.6081"
"HD 30562 b",2009,"Lick Observatory",0,"1157",2.34,13.6,467.20776,"0.76",,"26.1597"
"HD 125271 b",2022,"Multiple Observatories",0,"14901.99295",10.817,12.4,3465.60095,"0.165",,"39.3466"
"K2-416 b",2023,"K2",0,"13.102",0.088,2.66,1652.70772,,"447","120.311"
"Kepler-1647 b",2016,"Kepler",0,"1107.5923",2.7205,11.874,483,"0.0581",,"1212.45"
"HD 111591 b",2017,"Multiple Observatories",0,"1056.4",2.5,12.9,1398.452,"0.26",,"114.166"
"Kepler-80 g",2017,"Kepler",0,"14.64558",,1.13,1.51,,"418","369.451"
"Kepler-419 c",2014,"Kepler",0,"675.47",1.68,12.6,2320.1,"0.184",,"1011.36"
"HD 109988 b",2022,"Multiple Observatories",0,"17132.15854",12.518,12.1,6935.33367,"0.056",,"42.5279"
"HD 106270 b",2011,"W. M. Keck Observatory",0,"1888",3.34,12.4,3623.24384,"0.185",,"93.808"
"HD 3167 d",2017,"Multiple Observatories",0,"8.4112",0.0763,1.92,4.33,"0.12","859.5","47.2899"
"HD 112640 b",2020,"Bohyunsan Optical Astronomical Observatory",0,"613.2",1.7,12.9,1589.15,"0.24",,"323.335"
"Kepler-121 c",2014,"Kepler",0,"41.008011",0.216,2.27,5.77,"0","425","510.523"
"Kepler-130 b",2014,"Kepler",0,"8.457458",0.079,1.02,1.04,"0.15","982","316.663"
"Kepler-1048 b",2016,"Kepler",0,"6.92101021",0.059,1.61,3.22,"0","619","556.006"
"KMT-2017-BLG-0673L b",2022,"KMTNet",0,,2.34,13,1166.43025,,,"5080"
"TOI-784 b",2023,"Transiting Exoplanet Survey Satellite (TESS)",0,"2.7970365",0.038,1.93,9.67,"0","1256","64.5997"
"rho CrB e",2023,"Lowell Observatory",0,"12.949",0.1061,1.77,3.79,"0.126",,"17.4671"
"Kepler-821 b",2016,"Kepler",0,"1.92279873",0.029,1.31,2.27,"0","1215","614.571"
"Kepler-820 b",2016,"Kepler",0,"127.8338098",0.5829,6.09,30.8,"0","554","1387.2"
"Kepler-162 b",2014,"Kepler",0,"6.919798",0.069,1.26,2.13,"0","961","855.641"
"Kepler-183 b",2014,"Kepler",0,"5.687945",0.064,2.06,4.9,"0","1088","1050.64"
"2MASS J02192210-3925225 b",2015,"Cerro Tololo Inter-American Observatory",0,,156,16.141,4417.837,,,"40.0896412"
"Kepler-1009 b",2016,"Kepler",0,"11.35011917",0.0796,2.17,5.35,"0","403","355.019"
"Kepler-819 b",2016,"Kepler",0,"33.1995648",0.1894,2.76,8.05,"0","485","664.306"
"Kepler-811 b",2016,"Kepler",0,"23.58447697",0.1583,2.7,7.75,"0","730","985.041"
"Kepler-286 b",2014,"Kepler",0,"1.796302",0.027,1.24,2.07,"0","1367","1226.85"
"Kepler-214 b",2014,"Kepler",0,"15.660544",0.13,2.61,7.32,"0","758","1208.44"
"Kepler-232 c",2014,"Kepler",0,"11.379349",0.101,3.83,14,"0","806","1349.13"
"Kepler-961 b",2016,"Kepler",0,"16.87727414",0.1245,2.55,7.04,"0","642","574.314"
"Kepler-985 b",2016,"Kepler",0,"116.331901",0.4451,2.98,9.17,"0","323","679.361"
"Kepler-804 b",2016,"Kepler",0,"14.37457351",0.1137,1.94,4.42,"0","779","649.65"
"Kepler-330 c",2014,"Kepler",0,"15.955387",0.116,1.95,4.46,"0","573","717.527"
"Kepler-732 c",2016,"Kepler",0,"0.89304124",0.0143,1.27,2.15,"0","893","174.826"
"Kepler-1019 b",2016,"Kepler",0,"1.41122985",0.0221,1.46,2.73,"0","1164","194.182"
"HD 89744 b",1999,"Fred Lawrence Whipple Observatory",0,"256.78",0.917,12.6,2653.8805,"0.677",,"38.6364"
"Kepler-842 b",2016,"Kepler",0,"1.21956827",0.0204,1.6,3.19,"0","1252","532.726"
"Kepler-56 c",2012,"Kepler",0,"21.40239",0.1652,9.8,181,"0","1087","912.994"
"Kepler-279 c",2013,"Kepler",0,"35.736",0.2236,4.3,49.4,"0","774","1037.4"
"Kepler-791 b",2016,"Kepler",0,"14.5539759",0.1256,3.05,9.53,"0","939","1266.34"
"Kepler-786 b",2016,"Kepler",0,"53.5293487",0.2548,2.43,6.48,"0","348","485.318"
"Kepler-465 b",2016,"Kepler",0,"9.94067247",0.0953,2.95,9.01,"0","996","553.077"
"Kepler-960 b",2016,"Kepler",0,"3.12686223",0.0414,2.29,5.86,"0","1391","284.916"
"TOI-2196 b",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"1.1947268",0.02234,3.51,26,"0","1860","259.947"
"HIP 21152 b",2022,"Multiple Observatories",0,"22000",17,12,7627.88177,"0.36","1300","43.4073"
"TOI-1136 e",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"18.7992",,2.639,7.46,"0.057","672.872760628","84.5362"
"TOI-1136 d",2022,"Transiting Exoplanet Survey Satellite (TESS)",0,"12.51937",,4.627,19.3,"0.016","1393","84.5362"
"HATS-66 b",2018,"HATSouth",0,"3.1414391",0.04714,15.816,1694.0339,"0.064","1998","1477.98"
"K2-138 c",2017,"K2",0,"3.56004",0.04461,2.299,6.31,"0.045","1012","202.585"
"KMT-2019-BLG-1339L b",2020,"KMTNet",0,,2.15,13.7,397,,,"6120"
"Kepler-82 e",2014,"Kepler",0,"5.902206",0.063,2.47,6.66,"0","926","904.326"
"Kepler-247 b",2014,"Kepler",0,"3.33616",0.042,1.64,3.33,"0","970","663.711"
"Kepler-42 d",2011,"Kepler",0,"1.865169",0.0154,0.57,0.13,"0.02","450","40.0595"
"Kepler-1073 c",2016,"Kepler",0,"4.02582254",0.0483,1.64,3.33,"0","1169","809.897"
"Kepler-1041 b",2016,"Kepler",0,"24.7576421",0.1688,2.94,8.96,"0","644","1485.82"
"Kepler-1315 b",2016,"Kepler",0,"0.84338011",0.0163,1.38,2.48,"0","1541","480.869"
"Kepler-1530 c",2016,"Kepler",0,"5.3227406",0.06,1.65,3.36,"0","1167","489.876"
"Kepler-458 c",2016,"Kepler",0,"20.74028413",0.154,4.2,16.4,"0","798","1594.74"
"Kepler-962 b",2016,"Kepler",0,"12.05707239",0.0984,1.97,4.54,"0","689","411.486"
"Kepler-1666 b",2020,"Kepler",0,"25.8476",0.1761,2.883,8.66,"0","672","1379.37"
"Kepler-303 b",2014,"Kepler",0,"1.937055",0.024,0.89,0.64,"0","802","209.738"
"Kepler-916 b",2016,"Kepler",0,"32.2968798",0.1885,1.76,3.75,"0","503","830.712"
"KOI-1783.01",2020,"Kepler",0,"134.4628",0.5135,8.86,71,"0","412","865.73"
"Kepler-334 c",2014,"Kepler",0,"12.758005",0.107,1.43,2.63,"0","822","426.59"
"EPIC 201757695.02",2020,"K2",0,"2.0478",0.0296,0.908,0.688,"0",,"577.6"
"Kepler-861 b",2016,"Kepler",0,"3.94963138",0.0463,2.28,5.82,"0","966","850.327"
"Kepler-1670 b",2020,"Kepler",0,"20.4998",0.1528,3.356,11.2,"0","731","2065.98"
"Kepler-325 b",2014,"Kepler",0,"4.544439",0.053,2.91,8.8,"0","1017","823.242"
"HD 5278 b",2021,"Transiting Exoplanet Survey Satellite (TESS)",0,"14.339156",0.1202,2.45,7.8,"0.08","943","57.5846"
"Kepler-323 b",2014,"Kepler",0,"1.678328",0.02778,1.381,3.9,"0.095","1838","454.883"
"Kepler-300 c",2014,"Kepler",0,"40.714955",0.232,2.25,5.69,"0","516","1098.45"
"GJ 27.1 b",2014,"Multiple Observatories",0,"15.819",0.101,3.66,13,"0.08",,"23.6062"
